index,id,text,label_mean,disputable_post,target
29,fed06ee56b8345d3a5c6a7b57d24fe6b,ILHAN #OMAR: CUT FUNDING TO ISRAEL OVER ֳ¢ֲ€ֲETHNIC CLEANSINGֳ¢ֲ€ֲ. This woman is tyrant and anti America. She should not be in public office.,5,FALSE,other
30,2d3eb1396a2641d28c73d44bd47102d1,"To the evil, demonic liberal democrats threatening ANY KIND OF ACTIONS against President Trump, by Constitutional LAW, you have NO LEGAL RIGHT to say or do anything. According to Article 4 Section 4 of the U.S Constitution, ALL STATES are to hold a REPUBLICAN FORM OF GOVERNMENT! Which means NO democrat has any legal standing in ANY ISSUE. Those who voted for demonrats are traitors and complete DOLTS! REMOVE ALL DEMOCRATS NOW!!!!!",5,FALSE,Politician
31,265f070985c24268aedf090ed15ad84b,"Pelosi orders removal of portraits of ex-House speakers who served in Confederacy.

Dems and the liberal mob are determined destroy & rewrite our nations history and tear this country apart.

Come November the American people will be ordering the removal of Nancy Pelosi as House Speaker.",5,FALSE,Politician
32,2c71675308ff4a8f9dcf4f949d096037,MITT OR I PREFER MUTT ROMNEY. NAME ONE THING YOU'VE EVER DONE TO IMPROVE ANYONE'S LIFE BUT YOUR OWN. YOU'RE A PROVEN BUT UNCONFLICTED CON ARTIST. YOU ARE LOWER THAN A DRMOCRAT. YOU ARE NOT QUALIFIED TO TIE TRUMP'S SHOES. GFY NARCISSISTIC PIG.,5,FALSE,Politician
33,2786c2c242904f4eb0dee5d55aba2619,"Hitler in 1937 kiled by Injection over quarter milion ( 250. 000 ) people .
He kiled : mental ill , handicap , homeless etc.
They were USELESS !!! for society- he told.

Similar done Stalin in Soviet Union and other comunist leaders in other country. 

Now they will kill all DRUG USERS, and unable to work for medical, or mental reasons !!!!!

So all the Raioters will be eliminated as useful idiot's after the Coming take total pover .

There will be no Constitution and no more President. !!!!!!!

There will be The First secretary of the Communist Party !!!

That is why THIS ELECTION IS SO IMPORTANT and CRUTIAL!!!!!

LIVE FREE , or DIE !!!!
NO Joke !!!!!!!!",5,FALSE,other
34,7e1449c9b8c94f948c430610eb587495,"Planned Parenthood ? Planning parenthood is planning a name for baby, the color of the nursery, planning outfits for the baby,planning decisions about babyֳ¢ֲ€ֲ™s future schooling etc.,. What that racist group does is murder. No planning, no questions about it. Just plain murder.",5,FALSE,other
35,23e9f9dd27c749eea02268b80c0ca657,"All these females suddenly wanna be decent and just post teasers, FUCK THAT. KEEP DROPPING YA PUSSY BABY, OR ELSE WHAT YOU ON HERE FOR???",5,FALSE,other
36,d488893009254ef5b433b6b53228e77d,fucking liar,5,FALSE,other
37,e04e199fa5a24ea4b0ca2264345b473d,"the Brits are the most politically correct people in Europe. They look at everything through racism glasses. They can't even tell anymore what racism is or why it would be bad. It's their school system, they are so brainwashed. After Brexit, they will become more like Sweden than like Hungary. Thank God they're on an island with those Muslim wankers",5,FALSE,Islam
38,30a352c737e3458b850acb24fc94fa20,Who the fuck are these bastards making money by working with migrants ??,5,FALSE,other
39,6d3c851ae88a4a66b416eced7f7a9c42,"Love it. Whoopee wants Republicans to suck it up ,like they sucked it up. So that means we need to start impeachment proceedings on the day he is swore in. Harass him for 4 years, threaten to burn the Whitehouse down. And fight against everything Biden does. They need to remember it's not over yet. I don't even see the fat lady on stage.",5,FALSE,Politician
40,2e140dcf8ebf427294fd1e158016fe0e,"If you donֳ¢ֲ€ֲ™t get it now you never will ֳ°ֲֲ‘ֲ‰ֳ°ֲֲֲ»COMMUNISM BY DEMOCRATS 

Biden will fill the US with communist and take down our country

The US will no longer exist within 2 years 

U.S. Sen. Bernie Sanders is reportedly interested in serving in Joe Bidenֳ¢ֲ€ֲ™s Cabinet if the Democrat wins the presidency -- with plans to push for more ֳ¢ֲ€ֲprogressive voicesֳ¢ֲ€ֲ in the nation's leadership. | Fox News",5,FALSE,other
41,7ef087e8f9bd4837bb4c76445f458cd6,"Remember these governors who are preventing you from earning a living and telling you what you can and cannot do are still getting their paychecks and not giving a damn about you! They are tyrants and are using Nazi tactics against all of us...Republican, Democrats, independents, liberals. They donֳ¢ֲ€ֲ™t care. These shutdowns are not about the virus!",5,FALSE,Politician
42,010f1067e7fd45c19525f2c24d1eb48f,Basic white bitches will hate on anything religious saying it's stupid but will think stars in an imaginary pattern will work as an excuse on why they're a bitch.,5,FALSE,other
43,793a2cb084774aaca5d95a4a41997375,"demo KKK rats desperate to get the ""funding"" for their mass mail in vote fraud scheme to steal the election, and fat campaign kickback left wing pork, which they have snookered away in their ""HEROES"" act",5,FALSE,Politician
44,a52df008bfe9417db97ede8768b60e6f,"Saw this on Twatter, brilliantֳ°ֲֲ₪ֲ£ֳ°ֲֲ₪ֲ£ֳ°ֲֲ₪ֲ£

So call each other ""nigga""? Sing songs about beating coppers up and treating women like shit? Walk with a fake limp with half your underpants showing and you want f*cking respect?",5,FALSE,African
45,1b3ecdffed3a4c88b3577b89a67afd5f,Hereֳ¢ֲ€ֲ™s How Fauci Intentionally Murdered Thousands Of Americans ֳ¢ֲ€ֲ“ Sons of 1776,5,FALSE,Politician
46,8b0e517e6e5241f3b0d349170c5c7f08,"The good news is that she's a conservative who moved from California to Texas. 

The bad news is that Democrats are Nazis.",5,FALSE,Politician
47,e941d430550c4b7e813c1dd603d3b0ba,"Sleepy creepy crazy hair sniffing bunker racist rapist dementia delusional China LYING CHEATING Joe will NEVER BE PRESIDENT. He's heading for the hoose-gow. 

 a",5,FALSE,Politician
48,e6ce6b9c5bfe47829dc1be5bb9ecaf8f,He is a FRAUD. His name is Barry SOETORO.,5,FALSE,Politician
49,448165fbc2c649a3bef802df7a80e49c,"Fuck free speech...if it hurts this little bitch's feeling, he gets to crack you in the face with a plank of wood. 
You see he ""learned"" in college that talking (even when drunk out of your mind) is violence. 
He will be expected to be hailed as a hero from the poor oppressed black 'community' he looks down upon. 
Once he's in prison, I'm sure he'll be very useful for them in different ways.",5,FALSE,African
50,5645f0896abd438499efd9c2ef12f640,Looted by black savages so theyֳ¢ֲ€ֲ™ll reopen with ֳ¢ֲ€ֲ˜black shoppers in mindֳ¢ֲ€ֲ™ whatever that means. Black Privilege is real.,5,FALSE,African
51,18494edf08124a01b26f631c1669d1b5,"Here comes the new students for Joe Biden's vision of public schools across the United States

They'll learn the basics of five pillars of islam and how wonderful and marvelous islam truly is since it's own foundation back in the pre-islamic mecca where an arabic white trash and black-stone kissing pedophile and child molester otherwise known as the messenger of al-lah and the prophet of muslims made islam as the only rational-religion on the face of planet earth that unifies all faiths under the oneness of an islamic pagan demon-god al-lah as the night time traveler of the moon l deity of mecca usually worshipped by pagan-prostitutes and quraish thieves.

Islam is the only rational thing left on the face of planet earth not because the messenger of al-lah was a sex-slave trader who bought, owned, sold and traded slaves and either because islam is treating women as oppressed prostitutes of al-lah since early 7th century.

Nope, you need to kiss a pagan black-stone in a shape of vagina.",5,FALSE,Islam
52,45a2730091b847d4b5d55970247bc387,ANTIFA is a TERRORIST ORGANIZATION.,5,FALSE,other
53,889858dc58cf462984ec3362fc6b888d,"Please excuse my language, but she's about as phony a bitch as there is on the planet. She doesn't give the first shit about the Holocaust or anything remotely related to the truth. Fuck you... America is sick of you! Big middle finger to you, asshole.",5,FALSE,Jewish
54,c37dd917456f4d14acf2842b16a6449c,"Like I said before, they took his money and kissed his ass for decades. Now he's draining the swamp and they turn on him! Sharpton and Jackson are scandalous fake ass ministers!! 

ֳ°ֲֲ‡ֲ÷ֳ°ֲֲ‡ֲ¸WWG1WGAֳ°ֲֲ‡ֲ÷ֳ°ֲֲ‡ֲ¸ TRUMP 2020",5,FALSE,Politician
55,2df472911de0443c87035ab1bdf101f5,"These idiot LA Laker players wearing Black Lives Matter do not mean a damn thing. Why donֳ¢ֲ€ֲ™t you scum bag self centered imbeciles take all your money and use it in the most impoverished Black American neighborhoods to improve the lives, the schools, etc. of those Impoverished Black people?!! Instead, you kneel like an ass hole pretending you are part of a cause when in fact you donֳ¢ֲ€ֲ™t have a fricking clue about the Socialist-Marxist ideology promoted by those bastard leaders and useful idiots of the same idiotic BLM GROUP you portend to support. You hypocrites ass holes!",5,FALSE,African
56,3d15fae319da47fdbd964e7ac5d36882,Chris Wallace is a douche bag,5,FALSE,other
57,e3e81299e72c4f6bae6b62c881815f02,DONNA BRAZILE IS A BLACK BITCH BIMBO SAYS BIDEN FIRST CATHOLIC PRESIDENT. LMFAO. OH YA JFK WHO WAS KILLED BY DNC WAS NOT ONE. BLACK JEMIMA WHORE.,5,FALSE,African
58,91736d35a7fe4616b966403318dbbbdb,"Islam has the right to kill.

Muslim religious motherfuckers from the culture of abomination such as this islamist goat-fucker known as Dr. Haitham Talaat says that they want ""secularism to be the only legislator and whoever criticizes them are mercenaries.""

But with an exception of these 7th century uncultured ungodly animals often called muslims who seeks to murder those who refuses to convert themselves to a demonic ideology such as Islam.
 
In the islamic demonic culture and it's islamic environment any negative information is not valued by them at all, because they live in a government either ""autocratic or dictatorial"", and trust me when I say this because muslim religious motherfuckers truly cherish a dictatorship, because Islam stands exclusively for two things and two things only, in which is submission to satan and censorship to those who speaks against it.

We can pretty much address Islam as an islamic white supremacy, because prophet mohammed was an arabic white trash.",5,FALSE,Islam
59,950511f743a945c8b80572aefd00030d,"If Cuomo feels that its not the President's call to get schools open, just like it wasnt the President's call to open the business, then don't come calling on the President to financially help ur sorry ass! You, Cuomo, DeBlasio and the other dem governor morons made ur mess, so you can wallow in ur mess. Keep ur schools closed. Continue to destroy ur city and states.",5,FALSE,Politician
60,82c9e15fdb8e4791b11fe5aa8a3f447e,That jackass can go to hell if Mike dewine tried that bullshyt in Ohio you're not coming into my house and taking anything from me . There is no reason for this shit the government has plenty of supplies and they're getting more and more everyday this is just a way to confiscate other things besides Medical. Nope let that little weasel come to my door and take it himself,5,FALSE,Politician
61,d34a0d03168f44378ee362633aecbd1d,"Imagine what will soon happen to America if these treasonous bastards are allowed steal your life.
Thatֳ¢ֲ€ֲ™s what this is about; your life, your childrenֳ¢ֲ€ֲ™s life, your way of life, and your history.
Joe Biden is a criminal. The hard drives prove it. 
Who has the hard drives?
EVERYONE!
The treasonous MSM, politicians, actors, et.al. Need to be in fucking jail!
(Sean Penn quote while supporting Chavez)",5,FALSE,Politician
62,92835abe751c46f9868f0001a615dcd0,Get ready little whiny democrats. You are about to choke on it!! Canֳ¢ֲ€ֲ™t wait to laugh at you and watch you little immoral petulant pricks riot on streets. Hope you take it too far and the national guard gets to roll you shits up and imprisonments you.,5,FALSE,Politician
63,e1e912053b7d4fb7b10e63976f337644,"No he didnֳ¢ֲ€ֲ™t. 
Tax paying law abiding citizens are not the problem. We are not racist , violence prone thugs and our homes and businesses burning is not what we deserve for some perceived ֳ¢ֲ€ֲsinֳ¢ֲ€ֲ. 
We want law and order
They want chaos 
We want civilization 
They want bloodshed.
These rioters are human garbage, entitled little brats that should be shot and killed on sight. 
Bring in the military. 
Kill these rioters in their moms basements. Arrest them, then beat them within an inch of their lives. Military tribunals then military prisons. Make them bleed, make them pay. 
Businesses arent burning because ֳ¢ֲ€ֲracismֳ¢ֲ€ֲ . They are burning from cowardice. 

LAPD chief says Floydֳ¢ֲ€ֲ™s death on rioters' hands ֳ¢ֲ€ֲ˜as much asֳ¢ֲ€ֲ™ Minn. copsֳ¢ֲ€ֲ™ ֳ¢ֲ€ֲ“ later issues apology

Explore the Fox News apps that are right for you at",5,FALSE,other
64,7bfed398a7db48a389c16a80932d7036,Is it me or do you really think the Democratic Party is just nothing but a bunch of sexual perverts and pedophiles and sex junkies,5,FALSE,Politician
65,1b3aae7fd22a4bada1faa384ecf9fe07,Donֳ¢ֲ€ֲ™t be a meth head like Hunter Biden. It Rottֳ¢ֲ€ֲ™s your teeth out !! And your soul and it could possibly turn you into a pedophile like your father!,5,FALSE,Politician
66,165dae7ab19b421b8bc05b630b289937,"Americans these are our enemies!!

1. All Democrat Leaders
2. Big Tech Billionaires 
3. Republican RINOS
4. Media 
5. Corrupt Election Workers

They staged a COUP against the USA and President Trump

They must be tried, convicted, and PUNISHED for TREASON!",5,FALSE,Politician
67,7fbf5b7166ea450689ccd36021114857,"For 5 years the Dems whined, cried, demonstrated, protested , looted, burned assaulted and tried to murder cops and now they are pissed off because we are not behaving the way they did. 
We were never like them and why would we be like them now. We are law abiding patriots and they are thugs, always were and always will be.",5,FALSE,Politician
68,a331b2eb4dd24f80b77b60468dee125b,This man has a following in islam in Asia and in Africa. Letֳ¢ֲ€ֲ™s put his ass on the cross again. That will show the world what we are made of #amen,5,FALSE,Islam
69,6a5cc531b1984f53b2eaa1f2539ef554,"Suspected Portland shooter's death reportedly ruled a homicide

Explore the Fox News apps that are right for you at Fox News is a bunch of commie cunts, Patriot Prayer is NOT ֳ¢ֲ€ֲright wingֳ¢ֲ€ֲ! KKK, skinheads, yeah but not Patriot Prayer! #foxnewsdeepstatecunts",5,FALSE,other
70,aba8fe6cc1934dcdafd32ddc5729bfcd,"ֳ°ֲֲֲ¨New Video! Please Shareֳ°ֲֲֲ¨

After Bending The Knee As To Best Guzzle Chinese Cum Disney's Mulan Has TANKED At The Box Office!

China Was Salty About Being Called Out Over Those ""Pesky"" Concentration Camps

Fucking Good. Fuck The CCP

ֳ°ֲֲ”ֲ¥Watch & Share!ֳ°ֲֲ”ֲ¥",5,FALSE,Islam
71,9f88e1c171184903b67c206dd8382db7,"Planned Parenthood CEO Alexis McGill Johnson: Weֳ¢ֲ€ֲ™re Proud to Kill Babies in Abortions, Itֳ¢ֲ€ֲ™s ֳ¢ֲ€ֲReally Not a Big Dealֳ¢ֲ€ֲ 

What a sick POS BITCH....",5,FALSE,other
72,a43a86fc25b145e780b237b13fb46a05,ACCORDING TO JOKE BIDEN EMHOFF IS A TRANNY. HE REFERRED TO HIM? AS KAMELTOE 'S WIFE. LMFAO,5,FALSE,Politician
73,aa62afaa0dd24bd69362d81ba6acd5cc,So fucked up..beyond words...an the media kisses that Muslim traitors ass to this day...yet Bash Trump..they ate so fucked up in the head its like living in the fucking twilight zone an with this fucked up swamp an state run media!!!,5,FALSE,Islam
74,b7e9b42ae1c14a919e798abbce486e1c,I dont care if people don't want to hear it. The only good antifa/BLM member is a dead member. Fuck those commies,5,FALSE,other
75,b4655c59c03e439680e8a4739043d1ed,Hi Jennifer so you want socialism and you want America to be overtaken by China IHOP to guide your kids go through genocide bring it on you fucking douche bag weֳ¢ֲ€ֲ™re fucking Americans you donֳ¢ֲ€ֲ™t like it here fucking get out of my country you cunt,5,FALSE,Politician
76,7160e054e38149fea4525e4f4fba2a8f,"This head Muslim cocksucker needs dealt with .... What these cops done was focking wrong... cops that are thugs like this... need fired and sentenced....
But to be thugs JYST like these cops and loot and steal and kill because these cocksuckers did rather than hold your own thugs in check makes these cowards no better than these thugs cops So keep on looting and destroying everything... you thugs of this community are no better You shouldֳ¢ֲ€ֲ™ve shown support by stopping these cocksuckers",5,FALSE,Islam
77,8359d6e5ae394dc587d090353442d129,"IS THERE AN ATTORNEY THAT HANDLES CLASS ACTION LAWSUITS IN THE STATE OF NV??? #Scumbagsisolak is a dictator and running NV under tyranny!! He banned Hydroxychlroquine and was later exposed for HOARDING it, claimed it was for his prisoners; he's been releasing dangerous felons into society and didn't even test many of them for covid!! Now the fat fuck thinks he has the right to make masks mandatory KNOWING that they don't prevent the spread of the virus; KNOWING that masks on healthy people weakens their immune system. He & the swamp WANT TO MAKE PEOPLE SICK!!! He needs to go NOW!!!",5,FALSE,other
78,c5014eb05ecc4ce49c0664182caabf0c,Apparently at 10:01 covid is more contagious according to communist governor of Ohio Dewine threatens 90 days in jail. Get ready liberals you wanted a permanent lockdown and no freedom I hope you get your wish you pathetic scum,5,FALSE,Politician
79,4df1c6e57ae54be19a89acc8f3448083,My Advise today. Do not ever trust a Muslim. Its not an ethnicity its a Religion.,5,FALSE,Islam
80,5fe185ff4d514558bc0a8ad7f51bcc19,Treacherous bitch,5,FALSE,other
81,db42cd2a7bed4d1093fb487ec6a93aec,GO BACK TO TWATTER WHERE YOU BELONG! THAT IS YOUR MORON ECHO CHAMBER NOT WANTED HERE!,5,FALSE,other
82,e3a4b5e9eee34d018c32368d5fb120eb,"Itֳ¢ֲ€ֲ™s coming... Dick head, demented, pedophile, creeper Joe is coming for all of America. One. By. One.",5,FALSE,Politician
83,fb30bf3474904467b3a0affd35488075,"ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ Jerry Nadler ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ calling the Protesters Peaceful. ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ
Iֳ¢ֲ€ֲ™m Tired Of The Democrats Calling These Individuals Protesters!
ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ Protesters Are Peacefully Assenbled Citizens With Grievances. 
#BLM & #ANTIFA are Domestic Terrorist and
Should be ERADICATED ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ 

ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ #AllLivesMatter ֳ°ֲֲ‘ֲֳ°ֲֲ‘ֲ",5,FALSE,African
84,8169f221975646949fd9a4e40a529872,That fat nigger Oprah in the racism commercial says the niggers have demands. I demand they all go back towards Africa in duck boats and sink halfway there.,5,FALSE,African
85,a8f6391f2fdc49e89faf9fcd629b0c41,"Iֳ¢ֲ€ֲ™m doing it wrong ֳ°ֲֲ˜ֲ‘ 

Nigger, jew cunt, Antifa sucks, camel toe Harris, holocaust never happened, Obama is half white...",5,FALSE,Jewish
86,0f4cbcd7375445619ba30641618b10dc,"THREE DEJECTED DIRTY JEWS....BURN IN HELL YOU Mother FUCKERS...OR SOMEWHERE WE ARE ALL FAMILIAR WITH.
I SHED NO TEARS!!!!",5,FALSE,Jewish
87,e5c7e87d43ce4d52aa7f20f5172c12d6,"It never ceases to amaze me how peaceful these barbaric evil pos spawns of Satan are! 
ֳ°ֲֲ˜ֲ¡ֳ°ֲֲ₪ֲ¬ 
ֳ°ֲֲֲ«Islam
ֳ°ֲֲֲ«MuZlims
ֳ°ֲֲֲ«sharia law",5,FALSE,Jewish
